"name","claimvalues","cpos","cdate","quote","parties","doc_id","rowid"
"Breitkopf","[400,402]",1,2015-09-04,"An erster Stelle steht in dem Aufruf die Forderung nach mehr Polizeischutz für Flüchtlingsheime  insbesondere in den Provinzen ","NA",132028,"C140"
"Breitkopf","[800,805]",1,2015-09-04,"Man müsse sofort mehr Geld für Unterkünfte und Integrationsmaßnahmen zur Verfügung stellen ","NA",132028,"C141"
"Thomas Galli","[600,602,700,715]",1,2015-09-02,"Nicht nur die Flüchtlinge kommen zu uns  weil sie uns brauchen  sondern auch wir können sie brauchen  etwa als Menschen  die unseren Horizont erweitern  als Arbeitskräfte oder als Teil der Vernetzung in einer sich globalisierenden Welt","NA",127732,"C142"
"Thomas Galli","[700,712]",1,2015-09-02,"Das alles muss stärker als bislang herausgearbeitet und kommuniziert werden  statt der Versuchung zu verfallen  allzu leicht oberflächlichen Profit aus einer Kritik an den Rechten und dem Ruf nach Strafe zu schlagen ","NA",127732,"C143"
"Thomas Galli","[700,703]",-1,2015-09-02,"Auf Stimmungsmache gegen Flüchtlinge verzichten","NA",127732,"C144"
"Steffen Seibert","[500,501]",1,2015-09-02,"Man setze   auf die Kraft der Argumente    werbe überall in Europa für eine gemeinsame Lösung und sei   optimistisch  dass wir vorankommen werden   ","CDU",127800,"C145"
"Robert Fico","[500,501]",-1,2015-09-02,"Der slowakische Ministerpräsident Robert Fico meint   feste Quoten zur Umverteilung von Flüchtlingen innerhalb der EU würden   nur die organisierte Kriminalität   fördern  ","NA",127800,"C146"
"Johannes Dimroth","[500,509]",1,2015-09-02," Dublin gilt für alle    betonte der Sprecher des Bundesinnenministeriums  Johannes Dimroth  am Mittwoch in Berlin ","NA",127800,"C147"
"Polen","[100,104]",1,2015-09-02," Sie alle wollen nicht mehr Flüchtlinge aufnehmen ","NA",127800,"C148"
"Slowakei","[100,104]",1,2015-09-02," Sie alle wollen nicht mehr Flüchtlinge aufnehmen ","NA",127800,"C149"
"Tschechien","[100,104]",1,2015-09-02," Sie alle wollen nicht mehr Flüchtlinge aufnehmen ","NA",127800,"C150"
"Ungarn","[100,104]",1,2015-09-02," Sie alle wollen nicht mehr Flüchtlinge aufnehmen ","NA",127800,"C151"
"Johannes Dimroth","[500,509]",1,2015-09-02," Wir werden nicht müde  alle anderen daran zu erinnern    sagte der Ministeriumssprecher ","NA",127800,"C152"
"Milan Chovanec","[100,199]",-1,2015-09-02,"Der tschechische Innenminister Milan Chovanec schlug sogar vor  für Syrer einen humanitären Flüchtlingskorridor direkt nach Deutschland zu schaffen ","NA",127800,"C153"
"Jean-Claude Juncker","[500,509]",1,2015-09-02,"Das sieht auch die EU Kommission so  Ihr Präsident Jean Claude Juncker soll bereits Warnbriefe an mehrere Mitgliedsländer verschickt haben  in denen er sie drängt  sich an die geltenden Aufnahmeregeln zu halten  wonach Asylsuchende Unterkunft und Verpflegung erhalten und per Fingerabdruck erkennungsdienstlich erfasst werden ","NA",127800,"C154"
"Deutschland","[500,501,800,803]",1,2015-09-02,"Mittelfristig strebt man in Berlin und Brüssel aber neue Regelungen an  um Flüchtlinge in der EU in Zukunft gerechter zu verteilen ","NA",127800,"C155"
"EU-Kommission","[500,501,800,803]",1,2015-09-02,"Mittelfristig strebt man in Berlin und Brüssel aber neue Regelungen an  um Flüchtlinge in der EU in Zukunft gerechter zu verteilen ","NA",127800,"C156"
"Polen","[500,501]",-1,2015-09-14,"Neben der Slowakei und Tschechien hatten sich am Montag auch Polen und Ungarn gegen eine Pflicht zur Aufnahme von Flüchtlingen ausgesprochen ","NA",119621,"C157"
"EU-Kommission","[500,501]",1,2015-09-09,"Die EU Kommission unternimmt trotz des Widerstands einiger Länder einen neuen Anlauf  auf europäischer Ebene die Verteilung von Flüchtlingen nach einem festen und verbindlichen Schlüssel zu etablieren ","NA",119301,"C158"
"EU-Kommission","[500,501]",1,2015-09-09,"Kommission will Asylquote","NA",119301,"C159"
"Jean-Claude Juncker","[500,501]",1,2015-09-09,"Juncker appelliert  Zusammen durch die Krise","NA",119301,"C160"
"EU-Kommission","[100,101,500,501,503,800,812]",1,2015-09-09,"Flüchtlingsquoten  schnellere Asylverfahren  mehr Geld für Herkunftsländer  Die EU Kommission hat umfassende Pläne  zur Bewältigung der Flüchtlingskrise vorgestellt ","NA",119301,"C161"
"Jean-Claude Juncker","[800,808]",1,2015-09-09," Keine Lyrik  keine Rhetorik  Das Gebot der Stunde ist es  zu handeln    sagte Juncker    Wir sprechen nicht von Zahlen  sondern von Menschen   ","NA",119301,"C162"
"Sigmar Gabriel","[200,207,800,812]",1,2015-09-07,"Zudem sollen abgelehnte Asylbewerber künftig schneller abgeschoben werden  Ein Aufschub aus humanitären oder politischen Gründen soll statt für sechs nur noch für drei Monate möglich sein  ","SPD",115211,"C163"
"CDU","[500,504]",1,2015-09-07,"Und solche sicheren Herkunftsstaaten soll es in Zukunft noch mehr geben  Auch Kosovo  Albanien und Montenegro will die Koalition durch eine Gesetzesänderung zu Staaten erklären  in denen es keine politische Verfolgung gibt ","CDU",115211,"C164"
"CSU","[500,504]",1,2015-09-07,"Und solche sicheren Herkunftsstaaten soll es in Zukunft noch mehr geben  Auch Kosovo  Albanien und Montenegro will die Koalition durch eine Gesetzesänderung zu Staaten erklären  in denen es keine politische Verfolgung gibt ","CSU",115211,"C165"
"SPD","[500,504]",1,2015-09-07,"Und solche sicheren Herkunftsstaaten soll es in Zukunft noch mehr geben  Auch Kosovo  Albanien und Montenegro will die Koalition durch eine Gesetzesänderung zu Staaten erklären  in denen es keine politische Verfolgung gibt ","SPD",115211,"C166"
"Bundesregierung","[300,301,302,800,804,805,812]",1,2015-09-07,"Weitere   Milliarden Euro werden zusätzlich in den Bundeshaushalt eingestellt  unter anderem für zusätzliche Integrationsleistungen wie Deutschkurse und für neue Stellen beim Bundesamt für Migration und der Bundespolizei  die zur schnelleren Bearbeitung von Asylanträgen führen sollen ","NA",115211,"C167"
"Sigmar Gabriel","[200,212]",1,2015-09-07,"Darum sollen Flüchtlinge in den Erstaufnahmeeinrichtungen statt Bargeld künftig   so weit wie möglich   Sachleistungen erhalten   obwohl dies den Verwaltungsaufwand für Kommunen erheblich erhöht und damit im Gegensatz zur angestrebten Entlastung steht ","SPD",115211,"C168"
"Bundesregierung","[200,207,209,212,800,812]",1,2015-09-07,"Doch zugleich soll Deutschland weniger attraktiv werden   durch schnellere Abschiebungen  verschärfte Residenzpflicht und weniger Bargeld","NA",115211,"C169"
"CSU","[100,190]",-1,2015-09-01,"Nachdem die CSU zuvor deutlich Kritik an Merkel geübt hatte  weil sie der Aufnahme von Flüchtlingen aus Ungarn zugestimmt hatte ","CSU",115211,"C170"
"Winfried Kretschmann","[500,504]",1,2015-09-07,"Der baden württembergische Ministerpräsident Winfried Kretschmann  Die Grünen   der im letzten Jahr bereits zugestimmt hatte  als es um Serbien  Mazedonien und Bosnien Herzigowina ging  bezeichnete die Beschlüsse als   ordentliche   Verhandlungsgrundlage ","Green",115211,"C171"
"Bundesregierung","[800,805]",1,2015-09-07,"Der Bund stellt sechs Milliarden für Flüchtlingshilfe zur Verfügung ","NA",115211,"C172"
"Große Koalition","[200,203,209]",1,2015-09-07,"Weiterhin planen Union und SPD  dass Flüchtlinge künftig bis zu sechs Monate in den Erstaufnahmeeinrichtungen bleiben und den Landkreis währenddessen nicht verlassen dürfen ","NA",115211,"C173"
"Bundesregierung","[600,604]",1,2015-09-07,"Diesem Wunsch will die Regierung offenbar entgegenkommen  indem sie Bürgern der Balkanstaaten begrenzt das Arbeiten in Deutschland erlauben will  siehe rechts   ","NA",115211,"C174"
"Susanne Hennig-Wellsow","[700,702]",1,2015-09-09,"Der spricht von einer   menschenrechtsorientierten Flüchtlings  und Integrationspolitik   ","Left",119324,"C175"
"Bundesinnenministerium","[800,804]",1,2015-09-07,"Außerdem plant das Innenministerium in den kommenden drei Jahren       zusätzliche Stellen bei der Bundespolizei ein  um die Länder zu unterstützen ","NA",115221,"C176"
"Susanne Hennig-Wellsow","[200,203]",-1,2015-09-09,"Grüne und auch Linke Landes  und Fraktionschefin Susanne Hennig Wellsow lehnen eine solche Gemeinschaftsunterkunft ab ","Left",119324,"C177"
"Andreas Bausewein","[300,399]",-1,2015-09-09,"Während kommunale Sorgen noch Verständnis fanden  erntete vor allem Bauseweins Forderung  die Schulpflicht für Flüchtlingskinder bis zur Klärung ihres Aufenthaltsstatus auszusetzen  breiten Widerspruch ","SPD",119324,"C178"
"Bodo Ramelow","[200,203]",1,2015-09-09,"Ramelow will ein solches Massenquartier einrichten  für  Familien und für Flüchtlinge aus den Westbalkanstaaten ","Left",119324,"C179"
"Mürvet Öztürk","[100,190]",-1,2015-09-09,"Aus Protest gegen die grüne Asylpolitik hat sich Mürvet Özturk bereits aus der Grünen Fraktion in Hessen verabschiedet ","Green",119333,"C180"
"Andreas Bausewein","[200,207,800,812]",1,2015-09-09,"Flüchtlinge  die keine Chance auf Asylgewährung haben  sollten in Schnellverfahren abgeschoben werden ","SPD",119324,"C181"
"Mürvet Öztürk","[700,702]",1,2015-09-09,"Das Asylrecht ist ein Menschenrecht und darf nicht weiter ausgehöhlt werden ","Green",119333,"C182"
"Mürvet Öztürk","[100,108,600,601]",1,2015-09-09," Für diese Menschen muss man dann eben legale Statuswechsel ihres Aufenthalts ermöglichen und Arbeitsmöglichkeiten schaffen  wenn sie schon hier sind  Ein Einwanderungsgesetz ist gut und wichtig  doch bis es geschrieben und beschlossen ist  können wir nicht alle Schutzsuchenden aus dem Balkan abschieben ","Green",119333,"C183"
"Angela Merkel","[100,101,700,709]",-1,2015-09-05,"Das zeigt schon der zähe Wandel von Angela Merkel  die anfangs lange schwieg  die erst nach einem wahren Shitstorm in allen Medien klare Worte gegen die Nazis fand und die sich nun am Wochenende dazu hinreißen ließ  die Grenze zu öffnen ","CDU",115241,"C184"
"Initiative Aktion Arschloch","[700,703]",-1,2015-09-07,"Die private Initiative Aktion Arschloch ruft dazu auf  das    Jahre alte Lied   Schrei nach Liebe   von den Ärzten zu kaufen und damit ein Zeichen gegen Fremdenfeindlichkeit zu setzen ","NA",115242,"C185"
"Andrea Nahles","[600,603]",1,2015-09-07,"Bürger aus sechs Staaten des westlichen Balkan sollen sich ab nächstem Jahr leichter eine Arbeitsstelle in Deutschland suchen dürfen  Das hat die große Koalition am Sonntagabend auf Vorschlag von Arbeitsministerin Andrea Nahles  SPD  beschlossen ","SPD",115253,"C186"
"Andrea Nahles","[600,604]",1,2015-09-07,"Die Einzelheiten sind noch nicht geklärt  Ziel soll es aber sein  potenzielle Arbeitskräfte davon abzuhalten  in Deutschland politisches Asyl zu beantragen  Sie könnten dann einreisen und hier arbeiten  ohne einen für sie meist aussichtslosen Asylantrag stellen zu müssen  ","SPD",115253,"C187"
"Andrea Nahles","[300,307]",1,2015-09-07,"Die ArbeitnehmerInnen aus Südosteuropa dürften dann auch ihre Familienangehörigen mitbringen ","SPD",115253,"C188"
"Große Koalition","[300,302,800,805]",1,2015-09-07,"Um Asylsuchende  die bereits einen entsprechenden Antrag gestellt haben  schneller in den Arbeitsmarkt zu integrieren  verspricht die Koalition außerdem eine Aufstockung der Mittel für die Jobcenter und Deutschkurse ","NA",115253,"C189"
"Jean-Claude Juncker","[500,501]",1,2015-09-09,"Kommissionspräsident Jean Claude Juncker stellt Plan zur Verteilung von         Flüchtlingen auf die Mitgliedstaaten vor","NA",119350,"C190"
"Jean-Claude Juncker","[500,501]",1,2015-09-09,"Zusätzlich zu den bereits vorgeschlagenen        will Juncker weitere         Flüchtlinge auf die EU verteilen   das war schon seit Tagen bekannt ","NA",119350,"C191"
"Jean-Claude Juncker","[500,504]",1,2015-09-09,"Auch dass der Westbalkan und die Türkei zu   sicheren Herkunftsländern   erklärt werden sollen  hatte sich abgezeichnet","NA",119350,"C192"
"François Hollande","[500,501]",1,2015-09-09,"Zustimmung kommt auch aus Frankreich  Präsident François Hollande hatte schon am Montag angekündigt  das seinem Land zugewiesene Kontingent von        Flüchtlingen zu akzeptieren ","NA",119350,"C193"
"Miroslav Lajcák","[500,501]",-1,2015-09-09,"Der slowakische Außenminister Miroslav Lajcák  lehnte verpflichtende Quoten erneut ab ","NA",119350,"C194"
"Ewa Kopacz","[500,501]",1,2015-09-09,"Ministerpräsidentin Ewa Kopacz sagte nun aber zu  mehr Flüchtlinge als die angekündigten       aufzunehmen  ","NA",119350,"C195"
"Berlin","[500,504]",1,2015-09-09,"Vor allem Berlin hatte dies gefordert","NA",119350,"C196"
"Steffen Seibert","[500,501]",1,2015-09-09,"Beifall kam nur aus Berlin  Die Vorschläge gingen   genau in  die  richtige  Richtung    sagte Regierungssprecher Steffen Seibert ","CDU",119350,"C197"
"Bohuslav Sobotka","[500,501]",-1,2015-09-09,"Der tschechische Premier Bohuslav Sobotka sagte  Europa brauche keine neuen Vorschläge zur Lösung der Krise ","NA",119350,"C198"
"Andrzej Duda","[500,501]",-1,2015-09-09,"Der polnische Präsident Andrzej Duda hatte sich ebenfalls gegen Quoten ausgesprochen ","NA",119350,"C199"
"Pro Asyl","[200,203]",-1,2015-09-09,"Die Menschenrechtsorganisation kritisiert nicht nur die geplanten   Hot Spots    mit denen Asylbewerber in Italien  Griechenland und Ungarn   festgesetzt   werden sollten ","NA",119350,"C200"
"Pro Asyl","[500,501]",-1,2015-09-09,"Sie meldet auch Zweifel an der Umverteilung von Flüchtlingen an ","NA",119350,"C201"
"Jean-Claude Juncker","[500,501]",1,2015-09-09,"  Unsere Europäische Union befindet sich in keinem guten Zustand    warnte Juncker  In der Flüchtlingskrise gebe es zu wenig Europa und zu wenig   Union    aber viel zu viel Nationalismus und Egoismus ","NA",119350,"C202"
"Bohuslav Sobotka","[100,105,800,808]",1,2015-09-09,"Der tschechische Premier Bohuslav Sobotka sagte  Europa brauche keine neuen Vorschläge zur Lösung der Krise  sondern müsse die vereinbarten Maßnahmen umsetzen  So müssten die Schengen Außengrenzen besser gesichert werden ","NA",119350,"C203"
"Mürvet Öztürk","[800,808]",1,2015-09-09,"Grundsätzlich gilt  Was der Bund nicht zeitnah liefern kann  muss die Landesebene abfedern und eigene Projekte anstoßen ","Green",119333,"C204"
"Mürvet Öztürk","[300,309,700,705]",1,2015-09-09,"Man muss Strukturen schaffen oder vorhandene Strukturen so verändern  dass sich Menschen hier von der ersten Stunde an orientieren  ehrenamtliche Helferinnen und Helfer Unterstützung finden  Traumatisierte behandelt werden können ","Green",119333,"C205"
"Bundesregierung","[500,504]",1,2015-09-09,"Jetzt will sie diese Liste um Albanien  Kosovo und Montenegro erweitern ","NA",119333,"C206"
"Grüne","[500,504]",-1,2015-09-09,"Die Grünen sind offiziell kategorisch dagegen ","Green",119333,"C207"
"Mürvet Öztürk","[200,207]",-1,2015-09-09," Für diese Menschen muss man dann eben legale Statuswechsel ihres Aufenthalts ermöglichen und Arbeitsmöglichkeiten schaffen  wenn sie schon hier sind  Ein Einwanderungsgesetz ist gut und wichtig  doch bis es geschrieben und beschlossen ist  können wir nicht alle Schutzsuchenden aus dem Balkan abschieben ","Green",119333,"C208"
"Jean-Claude Juncker","[500,501]",1,2015-09-03,"EU Kommissionspräsident Jean Claude Juncker will vorschlagen  weitere         Flüchtlinge zu verteilen","NA",145828,"C209"
"Donald Tusk","[500,501]",1,2015-09-03,"EU Ratspräsident Donald Tusk hat derweil die   faire Verteilung   von   mindestens         Flüchtlingen   in Europa gefordert","NA",145828,"C210"
"Donald Tusk","[500,501,800,808]",1,2015-09-03,"Er rief alle EU Staats  und Regierungschefs auf    ihre Anstrengungen zu verdoppeln   und   Solidarität   mit den Ländern zu zeigen  die Hauptziel der Flüchtlinge seien ","NA",145828,"C211"
"Martin Kaul","[100,101]",-1,2015-09-02,"Schickt Sonderzüge  jetzt ","NA",127851,"C212"
"Martin Kaul","[100,101]",-1,2015-09-02,"Es benötigt nun  noch heute  Sonderzüge  die ohne Zwischenhalt aus Budapest nach Deutschland fahren und die die Menschen in eine Situation bringen  die ihrer würdig ist  menschenwürdig ","NA",127851,"C213"
"Wolfgang Schäuble","[800,805]",1,2015-09-08,"Schäuble hatte vor einer Woche im Bundestag angekündigt   dass die Bewältigung der Flüchtlingskrise   absolute Priorität   habe und dafür in anderen Bereichen gespart werden müsse  ","CDU",119666,"C214"
"Pro Asyl","[100,105]",-1,2015-09-14," Pro Asyl aber sagt    Flüchtlinge sind Schutzsuchende und keine Gefahr für die öffentliche Ordnung    Die Grenzkontrollen seien daher rechtswidrig ","NA",141019,"C215"
"Österreich","[100,105]",1,2015-09-14,"Auch Österreich kündigte am Montag Kontrollen an seiner Grenze zu Ungarn an  Tschechien und die Slowakei wollen an den Übergängen nach Ungarn beziehungsweise nach Österreich ebenfalls ihre Kontrollen verstärken ","NA",141018,"C216"
"Tschechien","[100,105]",1,2015-09-14,"Auch Österreich kündigte am Montag Kontrollen an seiner Grenze zu Ungarn an  Tschechien und die Slowakei wollen an den Übergängen nach Ungarn beziehungsweise nach Österreich ebenfalls ihre Kontrollen verstärken ","NA",141018,"C217"
"Slowakei","[100,105]",1,2015-09-14,"Auch Österreich kündigte am Montag Kontrollen an seiner Grenze zu Ungarn an  Tschechien und die Slowakei wollen an den Übergängen nach Ungarn beziehungsweise nach Österreich ebenfalls ihre Kontrollen verstärken ","NA",141018,"C218"
"Thomas de Maizière","[100,105]",1,2015-09-13,"Nachdem Bundesinnenminister Thomas de Maizière  CDU  am Sonntag bekannt gab  dass Deutschland vorübergehend wieder Grenzkontrollen einführe  war der Bahnverkehr nach München sogar zeitweise eingestellt worden","CDU",141018,"C219"
"Thomas Oppermann","[100,105]",1,2015-09-14,"Die SPD stellt sich hinter den Innenminister  Von einer   Atempause   sprach SPD Fraktionschef Thomas Oppermann  Die Grenzkontrollen dienten dazu    die Aufnahme der Flüchtlinge wieder in geordnete Bahnen zu bringen    sagte er  ","SPD",141018,"C220"
"CSU","[100,105]",1,2015-09-14,"Die CSU ist stolz darauf  dass die Rückkehr zu Kontrollen nicht zuletzt auf ihre Initiative zurückgeht  ","CSU",141018,"C221"
"Horst Seehofer","[800,805]",1,2015-09-14," Seehofer fordert mehr Geld vom Bund für Länder und Kommunen ","CSU",141018,"C222"
"Horst Seehofer","[800,802]",1,2015-09-14,"Und er will den Bund in die Pflicht nehmen  für die Verteilung der in Deutschland ankommenden Flüchtlinge zu sorgen ","CSU",141018,"C223"
"CSU","[100,105]",1,2015-09-14,"Die CSU ist stolz darauf   dass die Rückkehr zu Grenzkontrollen nicht zuletzt auf ihre Initiative zurückgeht  ","CSU",141018,"C224"
"Steffen Seibert","[700,705]",1,2015-09-14," Es bleibt dabei  Wir schaffen das    sagte Regierungssprecher Steffen Seibert ","CDU",141018,"C225"
"Steffen Seibert","[700,705]",1,2015-09-14," Es bleibt dabei  Wir schaffen das    sagte Regierungssprecher Steffen Seibert ","CDU",141018,"C226"
"Ludwig Spaenle","[100,105]",1,2015-09-13,"Der Münchner CSU Chef kritisiert Kanzlerin Angela Merkel für ihre Entscheidung  Flüchtlinge aus Ungarn unregistriert einreisen zu lassen ","CSU",134083,"C227"
"Christoph Hillenbrand","[700,705]",-1,2015-09-13,"Wir schaffen es nicht mehr ","NA",134083,"C228"
"Angela Merkel","[700,705]",1,2015-09-01,"Die Kanzlerin sagte Anfang September mit Blick auf die Flüchtlingssituation   Wir schaffen das    ","CDU",138906,"C229"
"Papst Franziskus","[700,705]",1,2015-09-08," Jede Gemeinde  jede religiöse Gemeinschaft  jedes Kloster  jede heilige Stätte in Europa sollte eine Familie aufnehmen    Auch der Vatikan wolle zwei Familien aufnehmen ","NA",138111,"C230"
"Angela Merkel","[100,190,700,705]",1,2015-09-07,"An Lob für die deutsche Willkommenskultur herrschte am Montag kein Mangel  als Kanzlerin Angela Merkel  CDU  und SPD Chef Sigmar Gabriel gemeinsam vor die Kameras traten    Deutschland zeigt wirklich ein Bild  auf das wir stolz sein können    sagte Gabriel zu den vielen Ehrenamtlichen  die Flüchtlinge unterstützen  Merkel sprach von einem   bewegenden  zum Teil atemberaubenden Wochenende    ","CDU",115211,"C231"
"Sigmar Gabriel","[100,190,700,705]",1,2015-09-07,"An Lob für die deutsche Willkommenskultur herrschte am Montag kein Mangel  als Kanzlerin Angela Merkel  CDU  und SPD Chef Sigmar Gabriel gemeinsam vor die Kameras traten    Deutschland zeigt wirklich ein Bild  auf das wir stolz sein können    sagte Gabriel zu den vielen Ehrenamtlichen  die Flüchtlinge unterstützen  Merkel sprach von einem   bewegenden  zum Teil atemberaubenden Wochenende    ","SPD",115211,"C232"
"Bundesregierung","[800,803,805]",1,2015-09-07,"Angesichts der Welle an Hilfsbereitschaft  die das Land erfasst hat  will auch die Bundesregierung nicht abseits stehen  Länder und Kommunen sollen im nächsten Jahr   Milliarden Euro zusätzlich vom Bund erhalten  um ihre finanzielle Belastung durch die hohe Zahl an Flüchtlingen abzumildern ","NA",115211,"C233"
"Bundesregierung","[200,202,204,800,805,807]",1,2015-09-07,"Zudem will der Bund eigene Immobilien als Unterkünfte zur Verfügung stellen und darüber hinaus die Schaffung von Wohnraum für Flüchtlinge unterstützen   mit Geld und mit der vorübergehenden Lockerung von Bauvorschriften ","NA",115211,"C234"
"Bundesregierung","[100,104]",1,2015-09-07,"Zudem fanden viele CSU Forderungen  die auf Abschreckung von Flüchtlingen abzielen  Eingang in den Beschluss der Koalition  ","NA",115211,"C235"
"CSU","[100,104]",1,2015-09-07,"Zudem fanden viele CSU Forderungen  die auf Abschreckung von Flüchtlingen abzielen  Eingang in den Beschluss der Koalition  ","CSU",115211,"C236"
"Sigmar Gabriel","[100,102]",1,2015-09-07,"Für Gabriel steht fest  dass sich die für dieses Jahr erwartete Aufnahme von         Flüchtlingen in Deutschland   sich nicht auf Dauer jedes Jahr wiederholen kann   ","SPD",115211,"C237"
"Cem Özdemir","[100,101]",1,2015-09-07," Die Menschen vom Balkan bräuchten andere Einreisemöglichkeiten als die meist aussichtslosen Asylverfahren  sagte Özdemir  ","Green",115211,"C238"
"Günter Burkhardt","[100,104,190]",-1,2015-09-07,"Die Menschenrechtsorganisation Pro Asyl lehnte die Pläne ebenfalls ab    Die Regierung schaltet mit diesen Beschlüssen von Aufnahme auf Abwehr von Flüchtlingen um    sagte Geschäftsführer Günter Burkhardt ","NA",115211,"C239"
"Thomas Galli","[400,405]",1,2015-09-02," Wir reduzieren auch die Terrorgefahr bei uns  wenn wir nicht die Wut der Welt schüren  weil wir trotz unseres Reichtums Flüchtlinge schlecht behandeln ","NA",127732,"C240"
"Sigmar Gabriel","[200,212]",1,2015-09-07,"Falls es doch Geld gibt  soll dies höchstens für einen Monat im Voraus ausgezahlt werden  ","SPD",115211,"C241"
"Flüchtlingsinitiativen","[100,105]",-1,2015-09-11,"Flüchtlingsinitiativen befürworten offene Grenzen ","NA",121071,"C242"
"Große Koalition","[800,812]",1,2015-09-09,"Die Koalition will sie auf drei Monate begrenzen ","NA",119408,"C243"
"Angela Merkel","[100,102]",-1,2015-09-11,"  Das Grundrecht auf Asyl für   politisch Verfolgte kennt keine   Obergrenze  ","CDU",121060,"C244"
"Markus Söder","[100,110]",-1,2015-09-09,"Bayerns Finanzminister Markus Söder  CSU  fordert  die deutschen Asylstandards deutlich zu senken ","CSU",119444,"C245"
"Markus Söder","[100,110]",-1,2015-09-09,"Söder will Asyl  standards senken","CSU",119444,"C246"
"Thomas de Maizière","[100,105]",1,2015-09-01,"In einem ersten Entwurf von CDU Innenminister Thomas de Maizière von Mitte September war vorgesehen  dass bei allen Flüchtlingen gleich an der Bundesgrenze geprüft wird  ob ihre Anträge unzulässig oder offensichtlich unbegründet sind ","CDU",114403,"C247"
"Ines Kappert","[800,802]",1,2015-09-07,"Das Engagement darf nicht länger dafür benutzt werden  die politische Dimension der Katastrophe in der Öffentlichkeit zu marginalisieren  Einzelpersonen können nicht ewig das Staatsversagen ausgleichen ","NA",109447,"C248"
"Ines Kappert","[700,712]",1,2015-09-07,"Also her mit den politischen Einschätzungen der Vertriebenen  Her mit der Diskussion über Lösungsvorschläge  so wie sie in ihren Herkunftsländern diskutiert werden","NA",109447,"C249"
"Ines Kappert","[500,503]",1,2015-09-07,"Es braucht neue Strukturen und neue Konzepte fürs Inland wie fürs Ausland  dazu gehört auch eine Diskussion über die Fluchtursachen ","NA",109447,"C250"
"Angela Merkel","[100,102]",-1,2015-09-11,"Zwar hatte Bundeskanzlerin Angela Merkel  CDU  noch am Freitag in einem Zeitungsinterview verkündet  dass es keine Obergrenze für politisch Verfolgte gebe ","CDU",134094,"C251"
"EU-Innenminister","[500,501]",1,2015-09-13,"Am Montag wollen erneut die EU Innenminister in Brüssel über eine Umverteilung von rund         Flüchtlingen verhandeln ","NA",134094,"C252"
"Thomas de Maizière","[500,509]",1,2015-09-13,"Innenminister de Maizière sagt  Flüchtlinge dürfen sich nicht einfach ein EU Land aussuchen","CDU",134094,"C253"
"Thomas de Maizière","[500,509]",1,2015-09-13,"Er forderte die anderen EU Staaten auf  die Flüchtlinge wieder zu registrieren und deren Asylverfahren durchzuführen ","CDU",134094,"C254"
"Sigmar Gabriel","[100,102]",1,2015-09-13,"Gabriel forderte  das Tempo des Zuzugs müsse gedrosselt werden ","SPD",134094,"C255"
"Angela Merkel","[100,105,500,501]",1,2015-09-13,"Merkel ermahnte die anderen EU Länder  ihre Aufgaben zu erfüllen  Das beginne mit dem Schutz der Außengrenzen ","CDU",134094,"C256"
"ULRIKE HERRMANN","[100,190]",1,2015-09-14,"Als größtes Land musste Deutschland vorangehen  wenn es zu einem Wandel in der europäischen Flüchtlingspolitik kommen sollte ","Green",140996,"C257"
"ULRIKE HERRMANN","[100,105]",1,2015-09-14,"Trotzdem ist es richtig  die Grenzen vorübergehend wieder zu schließen ","Green",140996,"C258"
"ULRIKE HERRMANN","[100,190]",1,2015-09-14,"JA   Der Zickzack war richtig  Erst hat Kanzlerin Merkel die deutschen Grenzen geöffnet   um sie Sonntag vorübergehend wieder zu schließen ","Green",140996,"C259"
"ULRIKE HERRMANN","[100,190]",1,2015-09-14,"JA   Der Zickzack war richtig  Erst hat Kanzlerin Merkel die deutschen Grenzen geöffnet   um sie Sonntag vorübergehend wieder zu schließen ","Green",140996,"C260"
"Martin Reeh","[100,190]",-1,2015-09-14,"NEIN","NA",140996,"C261"
"Martin Reeh","[100,102]",1,2015-09-14,"Aber es ist keine Lösung  sämtliche syrischen Flüchtlinge aus der Türkei  Jordanien und dem Libanon nach Deutschland zu verlagern ","NA",140996,"C262"
"Jean-Claude Juncker","[500,501]",1,2015-09-10," Bulgarien hat sich mit den Vorschlägen von EU Kommissionspräsident Jean Claude Juncker zur Verteilung von Flüchtlingen in Europa einverstanden erklärt ","NA",124366,"C263"
"Bulgarien","[500,501]",1,2015-09-10," Bulgarien hat sich mit den Vorschlägen von EU Kommissionspräsident Jean Claude Juncker zur Verteilung von Flüchtlingen in Europa einverstanden erklärt ","NA",124366,"C264"
"Anjes Tjarks","[200,214]",1,2015-09-13,"Wenn wir nicht den   Gastarbeiter   Fehler wiederholen wollen   wenn wir nicht ignorieren wollen  dass es sich um dauerhafte Zuwanderung handelt    müssen wir diesen Menschen eine dauerhafte Perspektive bieten ","Green",134100,"C265"
"Österreich","[100,105]",-1,2015-09-08,"Österreich  so teilten dessen Behörden am Dienstag mit  verzichte weiterhin auf Kontrollen und lasse Asylsuchende auch ungehindert nach Deutschland passieren ","NA",138079,"C266"
"Anjes Tjarks","[700,706]",1,2015-09-13,"Wir verknüpfen daran auch die Bedingung  dass Freiheit  Pluralismus  Toleranz  Gleichberechtigung von Frauen und Homosexuellen geachtet werden ","Green",134100,"C267"
